Observation id	Observation date	Description	Media file	Total length	FPS	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	681.596	681.596	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	683.671	683.671	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	685.671	685.671	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	687.696	687.696	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	689.820	689.820	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	691.846	691.846	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	693.970	693.970	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	ejaculation	Affiliative		POINT	703.270	703.270	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	710.246	721.045	10.799		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	746.620	748.170	1.550		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	753.020	758.870	5.850		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	788.840	794.860	6.020		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	804.120	805.900	1.780		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	811.080	813.900	2.820		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	848.480	850.460	1.980		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	866.980	882.320	15.340		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	900.520	901.740	1.220		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	lunge or bite	Aggressive		POINT	901.740	901.740	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	909.600	913.900	4.300		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	922.100	926.120	4.020		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	926.120	928.640	2.520		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	929.240	933.900	4.660		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	933.440	936.400	2.960		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	938.080	945.240	7.160		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	943.140	945.240	2.100		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	945.980	949.280	3.300		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	955.880	966.740	10.860		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	987.560	991.300	3.740		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	996.860	1000.040	3.180		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1003.060	1011.400	8.340		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1012.940	1023.880	10.940		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1015.380	1022.160	6.780		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1083.040	1090.000	6.960		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1111.500	1113.120	1.620		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1115.220	1119.200	3.980		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	boxing	Aggressive		POINT	1118.980	1118.980	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1130.180	1134.600	4.420		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	1134.600	1135.100	0.500		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1153.820	1157.060	3.240		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1166.480	1172.000	5.520		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1181.900	1183.900	2.000		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1190.280	1196.860	6.580		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1200.140	1203.200	3.060		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1223.860	1225.160	1.300		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1242.231	1249.530	7.299		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	1301.420	1308.480	7.060		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1327.600	1332.340	4.740		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	1332.340	1335.140	2.800		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1338.560	1344.940	6.380		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1350.020	1353.540	3.520		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	1366.940	1376.680	9.740		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1372.180	1375.340	3.160		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	1376.400	1379.800	3.400		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1447.280	1449.780	2.500		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	lunge or bite	Aggressive		POINT	1470.140	1470.140	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	lunge or bite	Aggressive		POINT	1470.860	1470.860	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	1488.300	1496.940	8.640		
